0	0	1
0	1	2
0	2	3
1	0	4
1	1	5
1	2	6
2	0	7
2	1	8
2	2	9
3	0	10
3	1	11
3	2	12
4	0	13
4	1	14
4	2	15
5	0	16
5	1	17
5	2	18
6	0	19
6	1	20
6	2	21
7	0	22
7	1	23
7	2	24
8	0	25
8	1	26
8	2	27
9	0	28
9	1	29
9	2	30
10	0	31
10	1	32
10	2	33
11	0	34
11	1	35
11	2	36
12	0	37
12	1	38
12	2	39
13	0	40
13	1	41
13	2	42
14	0	43
14	1	44
14	2	45
15	0	46
15	1	47
15	2	48
16	0	49
16	1	50
16	2	51
17	0	52
17	1	53
17	2	54
18	0	55
18	1	56
18	2	57
19	0	58
19	1	59
19	2	60
20	0	61
20	1	62
20	2	63
21	0	64
21	1	65
21	2	66
22	0	67
22	1	68
22	2	69
23	0	70
23	1	71
23	2	72
24	0	73
24	1	74
24	2	75
25	0	76
25	1	77
25	2	78
26	0	79
26	1	80
26	2	81
27	0	82
27	1	83
27	2	84
28	0	85
28	1	86
28	2	87
29	0	88
29	1	89
29	2	90
30	0	91
30	1	92
30	2	93
31	0	94
31	1	95
31	2	96
32	0	97
32	1	98
32	2	99
33	0	100
33	1	101
33	2	102
34	0	103
34	1	104
34	2	105
35	0	106
35	1	107
35	2	108
36	0	109
36	1	110
36	2	111
37	0	112
37	1	113
37	2	114
38	0	115
38	1	116
38	2	117
39	0	118
39	1	119
39	2	120
40	0	121
40	1	122
40	2	123
41	0	124
41	1	125
41	2	126
42	0	127
42	1	128
42	2	129
43	0	130
43	1	131
43	2	132
44	0	133
44	1	134
44	2	135
45	0	136
45	1	137
45	2	138
46	0	139
46	1	140
46	2	141
47	0	142
47	1	143
47	2	144
48	0	145
48	1	146
48	2	147
49	0	148
49	1	149
49	2	150
50	0	151
50	1	152
50	2	153
51	0	154
51	1	155
51	2	156
52	0	157
52	1	158
52	2	159
53	0	160
53	1	161
53	2	162
54	0	163
54	1	164
54	2	165
55	0	166
55	1	167
55	2	168
56	0	169
56	1	170
56	2	171
57	0	172
57	1	173
57	2	174
58	0	175
58	1	176
58	2	177
59	0	178
59	1	179
59	2	180
60	0	181
60	1	182
60	2	183
61	0	184
61	1	185
61	2	186
62	0	187
62	1	188
62	2	189
63	0	190
63	1	191
63	2	192
64	0	193
64	1	194
64	2	195
65	0	196
65	1	197
65	2	198
66	0	199
66	1	200
66	2	201
67	0	202
67	1	203
67	2	204
68	0	205
68	1	206
68	2	207
69	0	208
69	1	209
69	2	210
70	0	211
70	1	212
70	2	213
71	0	214
71	1	215
71	2	216
72	0	217
72	1	218
72	2	219
73	0	220
73	1	221
73	2	222
74	0	223
74	1	224
74	2	225
75	0	226
75	1	227
75	2	228
76	0	229
76	1	230
76	2	231
77	0	232
77	1	233
77	2	234
78	0	235
78	1	236
78	2	237
79	0	238
79	1	239
79	2	240
80	0	241
80	1	242
80	2	243
81	0	244
81	1	245
81	2	246
82	0	247
82	1	248
82	2	249
83	0	250
83	1	251
83	2	252
84	0	253
84	1	254
84	2	255
85	0	256
85	1	257
85	2	258
86	0	259
86	1	260
86	2	261
87	0	262
87	1	263
87	2	264
88	0	265
88	1	266
88	2	267
89	0	268
89	1	269
89	2	270
90	0	271
90	1	272
90	2	273
91	0	274
91	1	275
91	2	276
92	0	277
92	1	278
92	2	279
93	0	280
93	1	281
93	2	282
94	0	283
94	1	284
94	2	285
95	0	286
95	1	287
95	2	288
96	0	289
96	1	290
96	2	291
97	0	292
97	1	293
97	2	294
98	0	295
98	1	296
98	2	297
99	0	298
99	1	299
99	2	300
100	0	301
100	1	302
100	2	303
101	0	304
101	1	305
101	2	306
102	0	307
102	1	308
102	2	309
103	0	310
103	1	311
103	2	312
104	0	313
104	1	314
104	2	315
105	0	316
105	1	317
105	2	318
106	0	319
106	1	320
106	2	321
107	0	322
107	1	323
107	2	324
108	0	325
108	1	326
108	2	327
109	0	328
109	1	329
109	2	330
110	0	331
110	1	332
110	2	333
111	0	334
111	1	335
111	2	336
112	0	337
112	1	338
112	2	339
113	0	340
113	1	341
113	2	342
114	0	343
114	1	344
114	2	345
115	0	346
115	1	347
115	2	348
116	0	349
116	1	350
116	2	351
117	0	352
117	1	353
117	2	354
118	0	355
118	1	356
118	2	357
119	0	358
119	1	359
119	2	360
120	0	361
120	1	362
120	2	363
